ticket_id,customerID,issue_type,priority,channel,status,created_days_ago,resolution_hours,resolution
TKT-001161,6993-YCOBK,Account Access,Low,Email,Open,20,88.12,Pending
TKT-001162,6993-YCOBK,Service Change,Low,Web,Open,357,87.63,Pending
TKT-001163,6993-YCOBK,Payment Issue,Low,Phone,Resolved,174,94.27,Customer provided troubleshooting steps
TKT-001164,7587-RZNME,Payment Issue,Medium,Web,Resolved,61,49.86,Escalated to specialist
TKT-001165,7587-RZNME,Equipment,Medium,Chat,Resolved,172,48.48,Billing adjustment applied
TKT-001166,7587-RZNME,Technical Support,High,Email,In Progress,222,18.98,Pending
TKT-001167,4706-AXVKM,Internet Connectivity,High,Email,Closed,140,25.43,Escalated to specialist
TKT-001168,4706-AXVKM,Technical Support,High,Chat,Open,271,25.54,Pending
TKT-001169,5889-JTMUL,Technical Support,Low,Web,Resolved,348,38.71,Customer provided troubleshooting steps
TKT-001170,2165-VOEGB,Internet Connectivity,Medium,Web,Open,350,41.81,Pending
TKT-001171,2254-DLXRI,Account Access,Medium,Phone,Resolved,242,31.87,Payment method updated
TKT-001172,2254-DLXRI,Service Change,Medium,Web,Closed,96,25.52,Customer provided troubleshooting steps
TKT-001173,5062-CJJKH,Technical Support,Medium,Web,Closed,155,63.26,Customer provided troubleshooting steps
TKT-001174,1530-ZTDOZ,Technical Support,Medium,Phone,Resolved,136,46.4,Billing adjustment applied
TKT-001175,8914-RBTSB,Service Change,Medium,Phone,Resolved,26,33.39,Account information updated
TKT-001176,8914-RBTSB,Payment Issue,Medium,Web,Open,199,37.3,Pending
TKT-001177,1568-BEKZM,Streaming,Medium,Web,Resolved,313,26.42,Replacement equipment requested
TKT-001178,1568-BEKZM,Equipment,Medium,Email,In Progress,215,35.17,Pending
TKT-001179,0963-ZBDRN,Billing,Medium,Web,Resolved,306,68.29,Billing adjustment applied
TKT-001180,0963-ZBDRN,Internet Connectivity,Medium,Phone,Resolved,305,32.16,Replacement equipment requested
TKT-001181,0963-ZBDRN,Streaming,High,Phone,Open,288,34.48,Pending
TKT-001182,0963-ZBDRN,Service Change,Medium,Email,In Progress,242,53.23,Pending
TKT-001183,6134-KWTBV,Internet Connectivity,Low,Web,In Progress,313,86.86,Pending
TKT-001184,6134-KWTBV,Equipment,Low,Chat,In Progress,8,31.1,Pending
TKT-001185,1077-HUUJM,Account Access,High,Email,In Progress,17,12.68,Pending
TKT-001186,1077-HUUJM,Internet Connectivity,High,Web,Resolved,40,25.95,Customer provided troubleshooting steps
TKT-001187,4317-VTEOA,Internet Connectivity,Medium,Phone,Open,314,52.89,Pending
TKT-001188,4317-VTEOA,Internet Connectivity,Medium,Web,Resolved,126,70.26,Replacement equipment requested
TKT-001189,2227-JRSJX,Service Change,Medium,Phone,Resolved,208,21.24,Escalated to specialist
TKT-001190,6080-TCMYC,Billing,Medium,Email,In Progress,163,13.77,Pending
TKT-001191,6080-TCMYC,Service Change,Medium,Phone,Resolved,94,55.45,Replacement equipment requested
TKT-001192,9313-CDOGY,Equipment,Low,Web,Open,246,41.88,Pending
TKT-001193,9819-FBNSV,Internet Connectivity,Low,Web,Closed,249,74.77,Account information updated
TKT-001194,9544-PYPSJ,Internet Connectivity,Medium,Phone,In Progress,270,55.44,Pending
TKT-001195,5186-EJEGL,Billing,Low,Chat,Resolved,273,13.87,Payment method updated
TKT-001196,9986-BONCE,Account Access,Low,Phone,Open,364,21.02,Pending
TKT-001197,2203-GHNWN,Billing,High,Email,Closed,194,12.75,Escalated to specialist
TKT-001198,2203-GHNWN,Billing,Medium,Phone,Closed,239,27.07,Billing adjustment applied
TKT-001199,7579-OOPEC,Service Change,Medium,Email,Resolved,155,17.58,Issue resolved remotely
TKT-001200,8219-VYBVI,Service Change,Low,Email,Open,314,50.77,Pending
TKT-001201,1016-DJTSV,Streaming,High,Phone,Closed,138,30.52,Service configuration updated
TKT-001202,1016-DJTSV,Technical Support,Medium,Phone,Closed,254,63.9,Payment method updated
TKT-001203,0174-QRVVY,Streaming,Medium,Email,Open,114,49.7,Pending
TKT-001204,0174-QRVVY,Technical Support,Medium,Chat,Resolved,29,19.84,Customer provided troubleshooting steps
TKT-001205,0174-QRVVY,Technical Support,Low,Phone,Closed,27,19.56,Service configuration updated
TKT-001206,4039-PIMHX,Account Access,Low,Phone,In Progress,16,79.27,Pending
TKT-001207,3604-WLABM,Internet Connectivity,Medium,Web,Resolved,50,67.69,Billing adjustment applied
TKT-001208,6257-RJOHI,Internet Connectivity,Medium,Chat,Resolved,104,11.75,Escalated to specialist
TKT-001209,1545-JFUML,Service Change,Low,Phone,In Progress,117,27.33,Pending
TKT-001210,1545-JFUML,Internet Connectivity,Low,Phone,Closed,53,67.11,Account information updated
TKT-001211,2587-EKXTS,Billing,Low,Phone,Resolved,179,13.52,Service configuration updated
TKT-001212,2587-EKXTS,Payment Issue,Medium,Email,Closed,152,36.42,Escalated to specialist
TKT-001213,5442-BXVND,Equipment,Medium,Chat,Closed,276,68.48,Customer provided troubleshooting steps
TKT-001214,9378-FXTIZ,Service Change,Medium,Email,Resolved,98,63.29,Issue resolved remotely
TKT-001215,9378-FXTIZ,Billing,Low,Web,In Progress,73,114.82,Pending
TKT-001216,9378-FXTIZ,Technical Support,Medium,Phone,In Progress,292,52.95,Pending
TKT-001217,6473-ULUHT,Payment Issue,Medium,Email,Resolved,203,51.32,Replacement equipment requested
TKT-001218,1240-KNSEZ,Billing,Low,Chat,Closed,109,79.56,Billing adjustment applied
TKT-001219,3716-BDVDB,Internet Connectivity,High,Phone,Resolved,286,16.38,Payment method updated
TKT-001220,3716-BDVDB,Service Change,High,Web,Resolved,252,22.07,Billing adjustment applied
TKT-001221,7032-LMBHI,Billing,Medium,Web,Resolved,343,61.58,Issue resolved remotely
TKT-001222,1150-WFARN,Technical Support,Medium,Email,Resolved,283,53.77,Customer provided troubleshooting steps
TKT-001223,3812-LRZIR,Account Access,Low,Chat,Resolved,347,87.93,Escalated to specialist
TKT-001224,3812-LRZIR,Streaming,Low,Phone,Resolved,325,107.25,Replacement equipment requested
TKT-001225,3812-LRZIR,Service Change,Low,Chat,Resolved,161,28.91,Escalated to specialist
TKT-001226,4818-QIUFN,Technical Support,Medium,Web,Closed,73,22.53,Service configuration updated
TKT-001227,4818-QIUFN,Technical Support,High,Phone,Resolved,294,35.31,Customer provided troubleshooting steps
TKT-001228,9483-GCPWE,Internet Connectivity,Low,Web,Open,282,100.42,Pending
TKT-001229,9483-GCPWE,Streaming,Low,Phone,Resolved,53,19.03,Billing adjustment applied
TKT-001230,9483-GCPWE,Internet Connectivity,Medium,Email,Open,162,41.86,Pending
TKT-001231,4227-OJHAL,Streaming,Low,Chat,In Progress,14,87.51,Pending
TKT-001232,4993-JCRGJ,Internet Connectivity,Medium,Chat,Resolved,203,24.65,Billing adjustment applied
TKT-001233,9537-JALFH,Service Change,Low,Web,Closed,291,54.89,Billing adjustment applied
TKT-001234,9537-JALFH,Service Change,Low,Chat,Resolved,323,113.98,Customer provided troubleshooting steps
TKT-001235,9537-JALFH,Technical Support,Low,Chat,Closed,355,82.17,Payment method updated
TKT-001236,6698-OXETB,Payment Issue,Medium,Web,In Progress,111,10.83,Pending
TKT-001237,6698-OXETB,Payment Issue,Low,Phone,In Progress,126,48.51,Pending
TKT-001238,6698-OXETB,Account Access,Low,Phone,In Progress,51,22.01,Pending
TKT-001239,4877-TSOFF,Technical Support,Low,Chat,Closed,116,106.11,Escalated to specialist
TKT-001240,9209-NWPGU,Internet Connectivity,Low,Web,Resolved,72,36.01,Customer provided troubleshooting steps
TKT-001241,6823-SIDFQ,Service Change,Low,Phone,Closed,59,116.19,Payment method updated
TKT-001242,1097-FSPVW,Account Access,Low,Email,Open,250,73.74,Pending
TKT-001243,1097-FSPVW,Technical Support,Low,Chat,In Progress,325,15.67,Pending
TKT-001244,2839-RFSQE,Equipment,Low,Chat,Resolved,152,84.19,Account information updated
TKT-001245,7010-ZMVBF,Billing,Medium,Web,Closed,265,21.62,Service configuration updated
TKT-001246,7010-ZMVBF,Technical Support,Low,Email,Open,309,76.06,Pending
TKT-001247,1965-DDBWU,Technical Support,Medium,Chat,Resolved,106,35.43,Escalated to specialist
TKT-001248,1965-DDBWU,Streaming,High,Phone,Resolved,29,31.26,Issue resolved remotely
TKT-001249,9057-SIHCH,Technical Support,Urgent,Chat,Resolved,124,11.13,Billing adjustment applied
TKT-001250,9057-SIHCH,Internet Connectivity,High,Phone,Closed,9,24.98,Escalated to specialist
TKT-001251,9057-SIHCH,Internet Connectivity,High,Chat,Closed,334,7.53,Escalated to specialist
TKT-001252,2926-JEJJC,Technical Support,Low,Phone,Resolved,12,119.42,Escalated to specialist
TKT-001253,2926-JEJJC,Technical Support,Medium,Phone,In Progress,288,33.04,Pending
TKT-001254,2926-JEJJC,Billing,Low,Chat,In Progress,222,86.28,Pending
TKT-001255,8601-QACRS,Payment Issue,Low,Web,Closed,184,21.02,Billing adjustment applied
TKT-001256,9822-WMWVG,Streaming,Medium,Email,Closed,357,54.8,Customer provided troubleshooting steps
TKT-001257,9822-WMWVG,Internet Connectivity,Medium,Email,In Progress,261,25.08,Pending
TKT-001258,2391-SOORI,Technical Support,Medium,Phone,Closed,190,45.97,Payment method updated
TKT-001259,9040-KZVWO,Technical Support,Low,Web,In Progress,142,49.73,Pending
TKT-001260,2522-AHJXR,Payment Issue,Medium,Phone,Resolved,165,34.56,Replacement equipment requested
TKT-001261,1816-FLZDK,Internet Connectivity,Low,Chat,Resolved,54,35.67,Payment method updated
TKT-001262,1816-FLZDK,Technical Support,Medium,Chat,Open,153,31.73,Pending
TKT-001263,8443-ZRDBZ,Equipment,Medium,Phone,Open,360,43.02,Pending
TKT-001264,8443-ZRDBZ,Equipment,High,Web,Resolved,354,21.41,Issue resolved remotely
TKT-001265,8443-ZRDBZ,Billing,High,Phone,Closed,311,22.18,Replacement equipment requested
TKT-001266,8443-ZRDBZ,Payment Issue,High,Chat,In Progress,350,22.71,Pending
TKT-001267,9385-NXKDA,Service Change,Medium,Web,Open,149,18.48,Pending
TKT-001268,0430-IHCDJ,Service Change,Low,Web,Closed,112,27.21,Replacement equipment requested
TKT-001269,2959-MJHIC,Billing,High,Chat,Closed,270,20.81,Customer provided troubleshooting steps
TKT-001270,2959-MJHIC,Payment Issue,High,Email,Open,9,9.5,Pending
TKT-001271,9351-HXDMR,Technical Support,Low,Email,Resolved,316,93.75,Issue resolved remotely
TKT-001272,9351-HXDMR,Internet Connectivity,Low,Web,Resolved,100,55.77,Customer provided troubleshooting steps
TKT-001273,9351-HXDMR,Service Change,Low,Chat,Closed,155,57.68,Payment method updated
TKT-001274,2129-ALKBS,Account Access,Low,Phone,Resolved,124,117.12,Payment method updated
TKT-001275,6968-URWQU,Technical Support,Low,Web,Resolved,133,87.75,Payment method updated
TKT-001276,4742-TXUEX,Technical Support,Low,Email,Closed,323,66.41,Account information updated
TKT-001277,8873-TMKGR,Account Access,Medium,Chat,Closed,109,53.6,Customer provided troubleshooting steps
TKT-001278,2386-OWURY,Service Change,Medium,Chat,Resolved,232,13.68,Billing adjustment applied
TKT-001279,2386-OWURY,Equipment,Medium,Phone,Closed,21,25.93,Issue resolved remotely
TKT-001280,6598-RFFVI,Service Change,Medium,Web,Resolved,192,22.98,Account information updated
TKT-001281,6598-RFFVI,Streaming,Low,Phone,Open,165,81.69,Pending
TKT-001282,6712-OAWRH,Payment Issue,Medium,Email,Closed,68,56.9,Customer provided troubleshooting steps
TKT-001283,6712-OAWRH,Internet Connectivity,Medium,Email,Resolved,283,35.77,Issue resolved remotely
TKT-001284,6712-OAWRH,Service Change,Medium,Email,Closed,216,17.79,Issue resolved remotely
TKT-001285,2800-QQUSO,Internet Connectivity,Medium,Email,Closed,198,43.29,Replacement equipment requested
TKT-001286,2800-QQUSO,Streaming,High,Chat,Resolved,82,20.12,Replacement equipment requested
TKT-001287,2800-QQUSO,Technical Support,High,Web,Resolved,112,29.66,Payment method updated
TKT-001288,2800-QQUSO,Technical Support,Medium,Phone,In Progress,187,36.75,Pending
TKT-001289,2930-UOTMB,Payment Issue,Low,Chat,In Progress,287,95.55,Pending
TKT-001290,2533-QVMSK,Streaming,Low,Chat,Closed,124,112.62,Customer provided troubleshooting steps
TKT-001291,2533-QVMSK,Technical Support,Medium,Web,Resolved,5,66.52,Customer provided troubleshooting steps
TKT-001292,8573-JGCZW,Billing,Low,Phone,Closed,321,85.56,Service configuration updated
TKT-001293,6701-YVNQG,Account Access,Low,Email,Closed,121,69.11,Billing adjustment applied
TKT-001294,8819-ZBYNA,Streaming,Low,Email,Resolved,84,71.45,Customer provided troubleshooting steps
TKT-001295,6137-NICCO,Account Access,Medium,Web,Closed,132,61.38,Customer provided troubleshooting steps
TKT-001296,6137-NICCO,Equipment,High,Phone,Closed,218,5.22,Replacement equipment requested
TKT-001297,6402-EJMWF,Streaming,Medium,Phone,In Progress,91,15.18,Pending
TKT-001298,6946-LMSQS,Internet Connectivity,Low,Email,Resolved,308,66.46,Billing adjustment applied
TKT-001299,2325-ZUSFD,Technical Support,Low,Chat,Resolved,130,98.31,Replacement equipment requested
TKT-001300,2325-ZUSFD,Service Change,Medium,Chat,In Progress,318,27.2,Pending
TKT-001301,6872-HXFNF,Internet Connectivity,Low,Phone,Closed,201,51.74,Payment method updated
TKT-001302,6872-HXFNF,Equipment,Low,Chat,Closed,128,113.92,Replacement equipment requested
TKT-001303,3932-CMDTD,Technical Support,Medium,Phone,Resolved,232,47.79,Billing adjustment applied
TKT-001304,3932-CMDTD,Billing,Medium,Web,Resolved,110,62.3,Issue resolved remotely
TKT-001305,3594-UVONA,Internet Connectivity,Low,Chat,Resolved,9,16.7,Service configuration updated
TKT-001306,0004-TLHLJ,Technical Support,Medium,Chat,Closed,303,35.32,Replacement equipment requested
TKT-001307,0004-TLHLJ,Technical Support,High,Phone,Open,131,25.19,Pending
TKT-001308,0004-TLHLJ,Technical Support,Medium,Phone,Closed,316,17.89,Customer provided troubleshooting steps
TKT-001309,8805-JNRAZ,Account Access,Low,Chat,Open,277,86.09,Pending
TKT-001310,8805-JNRAZ,Internet Connectivity,Medium,Chat,Closed,48,51.49,Customer provided troubleshooting steps
TKT-001311,6418-HNFED,Billing,Low,Web,Closed,302,66.94,Account information updated
TKT-001312,6710-HSJRD,Billing,Medium,Web,Open,237,33.11,Pending
TKT-001313,3675-EQOZA,Billing,Low,Phone,Closed,70,46.71,Billing adjustment applied
TKT-001314,4817-VYYWS,Service Change,Medium,Chat,Resolved,110,68.72,Billing adjustment applied
TKT-001315,4817-VYYWS,Streaming,Medium,Phone,Resolved,55,39.42,Customer provided troubleshooting steps
TKT-001316,1357-BIJKI,Technical Support,Low,Email,In Progress,125,20.2,Pending
TKT-001317,4570-QHXHL,Technical Support,Medium,Email,Resolved,31,30.37,Issue resolved remotely
TKT-001318,4570-QHXHL,Streaming,Low,Chat,In Progress,13,84.61,Pending
TKT-001319,4090-KPJIP,Service Change,Medium,Chat,Resolved,113,23.76,Account information updated
TKT-001320,4090-KPJIP,Billing,High,Phone,In Progress,33,20.19,Pending
TKT-001321,4090-KPJIP,Internet Connectivity,Medium,Chat,Open,213,17.58,Pending
TKT-001322,8590-OHDIW,Internet Connectivity,Low,Web,In Progress,182,49.12,Pending
TKT-001323,8015-IHCGW,Technical Support,Low,Phone,Open,64,89.63,Pending
TKT-001324,2332-TODQS,Payment Issue,Low,Phone,Open,135,18.06,Pending
TKT-001325,9278-VZKCD,Billing,Medium,Chat,Resolved,107,40.43,Account information updated
TKT-001326,5759-RCVCB,Streaming,Low,Web,In Progress,41,69.35,Pending
TKT-001327,5759-RCVCB,Technical Support,Medium,Phone,Closed,275,29.45,Service configuration updated
TKT-001328,5759-RCVCB,Payment Issue,Medium,Chat,Open,244,54.37,Pending
TKT-001329,6372-RFVNS,Technical Support,High,Chat,Closed,289,27.13,Service configuration updated
TKT-001330,6372-RFVNS,Technical Support,High,Phone,Closed,320,12.64,Customer provided troubleshooting steps
TKT-001331,2139-FQHLM,Technical Support,Low,Phone,Resolved,297,83.88,Billing adjustment applied
TKT-001332,8938-UMKPI,Technical Support,High,Web,Closed,227,7.29,Issue resolved remotely
TKT-001333,8938-UMKPI,Streaming,High,Chat,Closed,25,18.35,Customer provided troubleshooting steps
TKT-001334,6319-IEJWJ,Equipment,Medium,Phone,Resolved,208,24.14,Escalated to specialist
TKT-001335,6319-IEJWJ,Payment Issue,Medium,Chat,Resolved,155,60.41,Billing adjustment applied
TKT-001336,6319-IEJWJ,Equipment,High,Chat,Resolved,211,22.96,Service configuration updated
TKT-001337,6173-GOLSU,Account Access,Low,Phone,Resolved,347,25.8,Billing adjustment applied
TKT-001338,4647-MUZON,Payment Issue,High,Chat,Open,96,32.17,Pending
TKT-001339,4647-MUZON,Equipment,High,Email,Resolved,216,14.02,Escalated to specialist
TKT-001340,1729-VLAZJ,Payment Issue,Medium,Web,Closed,33,48.96,Payment method updated
TKT-001341,1729-VLAZJ,Service Change,Medium,Chat,Closed,191,19.43,Escalated to specialist
TKT-001342,0701-TJSEF,Billing,Low,Web,Open,310,20.81,Pending
TKT-001343,0701-TJSEF,Service Change,Low,Chat,In Progress,7,26.84,Pending
TKT-001344,0701-TJSEF,Internet Connectivity,Low,Web,Closed,249,75.88,Account information updated
TKT-001345,1559-DTODC,Streaming,Low,Phone,In Progress,267,71.09,Pending
TKT-001346,1559-DTODC,Internet Connectivity,Medium,Phone,Closed,117,21.69,Customer provided troubleshooting steps
TKT-001347,4537-CIBHB,Equipment,Low,Web,Open,145,55.87,Pending
TKT-001348,6704-UTUKK,Service Change,Medium,Phone,Closed,15,9.45,Account information updated
TKT-001349,4587-VVTOX,Equipment,Urgent,Web,In Progress,54,11.31,Pending
TKT-001350,4587-VVTOX,Service Change,High,Phone,Resolved,258,23.15,Issue resolved remotely
TKT-001351,4587-VVTOX,Payment Issue,High,Chat,Closed,257,11.83,Account information updated
TKT-001352,2019-HDCZY,Billing,Low,Phone,Resolved,318,32.38,Customer provided troubleshooting steps
TKT-001353,7404-JLKQG,Payment Issue,Low,Phone,Closed,332,99.86,Payment method updated
TKT-001354,7404-JLKQG,Technical Support,Low,Web,Resolved,98,55.81,Service configuration updated
TKT-001355,7404-JLKQG,Technical Support,Low,Phone,Resolved,72,92.72,Account information updated
TKT-001356,8915-NNTRC,Payment Issue,Low,Web,Resolved,226,92.86,Payment method updated
TKT-001357,2541-YGPKE,Technical Support,Low,Phone,Resolved,6,115.85,Customer provided troubleshooting steps
TKT-001358,2541-YGPKE,Equipment,Medium,Phone,In Progress,216,67.75,Pending
TKT-001359,2541-YGPKE,Internet Connectivity,Low,Chat,Open,319,87.1,Pending
TKT-001360,2860-RANUS,Service Change,Medium,Phone,In Progress,3,29.1,Pending
TKT-001361,2860-RANUS,Streaming,High,Chat,Resolved,281,4.08,Replacement equipment requested
TKT-001362,0432-CAJZV,Internet Connectivity,Medium,Web,Closed,236,18.71,Billing adjustment applied
TKT-001363,0432-CAJZV,Technical Support,Medium,Web,Closed,174,32.97,Account information updated
TKT-001364,9365-CSLBQ,Billing,Low,Phone,Open,70,89.42,Pending
TKT-001365,9365-CSLBQ,Account Access,Low,Chat,Resolved,344,76.46,Account information updated
TKT-001366,7130-CTCUS,Internet Connectivity,Medium,Web,Open,59,19.55,Pending
TKT-001367,7130-CTCUS,Internet Connectivity,Low,Email,Resolved,45,62.12,Account information updated
TKT-001368,6194-HBGQN,Service Change,Medium,Web,In Progress,180,8.57,Pending
TKT-001369,6194-HBGQN,Service Change,Low,Chat,Resolved,239,60.46,Issue resolved remotely
TKT-001370,6194-HBGQN,Service Change,Medium,Email,In Progress,56,49.64,Pending
TKT-001371,1731-TVIUK,Payment Issue,High,Email,Resolved,222,19.54,Escalated to specialist
TKT-001372,1731-TVIUK,Payment Issue,High,Chat,Closed,339,6.53,Issue resolved remotely
TKT-001373,2987-BJXIK,Streaming,Low,Web,Closed,34,109.27,Billing adjustment applied
TKT-001374,5803-NQJZO,Internet Connectivity,Low,Phone,Open,258,77.59,Pending
TKT-001375,0743-HRVFF,Billing,Low,Email,Resolved,241,21.63,Payment method updated
TKT-001376,8570-KLJYJ,Equipment,Medium,Email,Closed,191,71.68,Replacement equipment requested
TKT-001377,9473-CBZOP,Payment Issue,Medium,Web,Closed,66,20.49,Account information updated
TKT-001378,2969-WGHQO,Internet Connectivity,Low,Phone,Resolved,237,46.74,Customer provided troubleshooting steps
TKT-001379,5863-OOKCL,Service Change,Low,Chat,In Progress,158,15.29,Pending
TKT-001380,5863-OOKCL,Internet Connectivity,Low,Phone,Resolved,327,14.65,Customer provided troubleshooting steps
TKT-001381,5574-NXZIU,Internet Connectivity,Medium,Web,Resolved,337,42.66,Replacement equipment requested
TKT-001382,4256-ZWTZI,Internet Connectivity,Low,Web,Resolved,43,72.12,Payment method updated
TKT-001383,2525-GVKQU,Internet Connectivity,Low,Chat,Resolved,209,90.74,Replacement equipment requested
TKT-001384,2525-GVKQU,Internet Connectivity,Low,Web,Closed,248,51.4,Escalated to specialist
TKT-001385,2525-GVKQU,Technical Support,Low,Chat,Resolved,54,73.31,Customer provided troubleshooting steps
TKT-001386,8161-QYMTT,Equipment,Urgent,Email,Closed,359,10.46,Billing adjustment applied
TKT-001387,8161-QYMTT,Streaming,High,Phone,Resolved,77,7.0,Replacement equipment requested
TKT-001388,8161-QYMTT,Payment Issue,High,Phone,Resolved,150,19.87,Replacement equipment requested
TKT-001389,0440-QEXBZ,Internet Connectivity,Low,Email,Resolved,256,84.99,Customer provided troubleshooting steps
TKT-001390,1629-DQQVB,Service Change,Low,Web,Resolved,80,49.32,Issue resolved remotely
TKT-001391,7239-HZZCX,Technical Support,Medium,Email,Resolved,272,14.88,Payment method updated
TKT-001392,0531-ZZJWQ,Technical Support,Low,Chat,Closed,361,65.05,Service configuration updated
TKT-001393,0628-CNQRM,Account Access,Low,Phone,In Progress,102,85.13,Pending
TKT-001394,5606-AMZBO,Internet Connectivity,High,Web,Closed,17,28.75,Payment method updated
TKT-001395,5606-AMZBO,Billing,Medium,Web,Open,270,56.23,Pending
TKT-001396,3847-BAERP,Payment Issue,Low,Chat,Closed,224,43.6,Payment method updated
TKT-001397,3847-BAERP,Technical Support,Low,Phone,Resolved,144,38.49,Service configuration updated
TKT-001398,3847-BAERP,Internet Connectivity,Low,Email,In Progress,272,50.05,Pending
TKT-001399,0608-JDVEC,Equipment,Low,Phone,Resolved,87,114.11,Replacement equipment requested
TKT-001400,3982-JGSFD,Billing,Low,Chat,Open,326,119.22,Pending
TKT-001401,1574-DYCWE,Internet Connectivity,Medium,Phone,Resolved,2,11.14,Replacement equipment requested
TKT-001402,1574-DYCWE,Payment Issue,Medium,Chat,Closed,97,12.22,Payment method updated
TKT-001403,9138-EFSMO,Account Access,Medium,Phone,Open,125,51.73,Pending
TKT-001404,9138-EFSMO,Payment Issue,Medium,Web,In Progress,205,24.19,Pending
TKT-001405,0576-WNXXC,Account Access,High,Chat,Resolved,63,11.73,Account information updated
TKT-001406,0576-WNXXC,Internet Connectivity,High,Chat,Closed,71,21.26,Customer provided troubleshooting steps
TKT-001407,6834-NXDCA,Technical Support,Medium,Phone,Closed,266,62.41,Replacement equipment requested
TKT-001408,6834-NXDCA,Billing,High,Email,Resolved,179,31.92,Escalated to specialist
TKT-001409,6834-NXDCA,Billing,High,Chat,Closed,257,5.44,Service configuration updated
TKT-001410,6834-NXDCA,Equipment,Medium,Email,Resolved,204,71.48,Escalated to specialist
TKT-001411,7278-CKDNC,Internet Connectivity,High,Email,Open,26,16.94,Pending
TKT-001412,7278-CKDNC,Billing,Medium,Chat,Closed,31,18.23,Issue resolved remotely
TKT-001413,2748-MYRVK,Billing,Medium,Phone,Resolved,107,31.58,Account information updated
TKT-001414,7181-OQCUT,Account Access,Medium,Chat,Resolved,205,29.92,Escalated to specialist
TKT-001415,7181-OQCUT,Service Change,Medium,Phone,Resolved,332,18.99,Service configuration updated
TKT-001416,3836-FZSDJ,Equipment,Low,Phone,Closed,47,42.51,Replacement equipment requested
TKT-001417,3836-FZSDJ,Billing,Low,Web,Resolved,170,18.42,Service configuration updated
TKT-001418,3836-FZSDJ,Billing,Low,Phone,Resolved,357,78.19,Payment method updated
TKT-001419,9142-XMYJH,Payment Issue,Low,Web,Resolved,236,17.81,Billing adjustment applied
TKT-001420,9142-XMYJH,Billing,Medium,Chat,In Progress,6,33.58,Pending
TKT-001421,7733-UDMTP,Service Change,Low,Web,Closed,252,90.5,Billing adjustment applied
TKT-001422,7733-UDMTP,Service Change,Low,Chat,Closed,208,19.55,Service configuration updated
TKT-001423,2649-HWLYB,Technical Support,Low,Chat,Resolved,13,87.83,Billing adjustment applied
TKT-001424,4229-CZMLL,Payment Issue,High,Phone,Closed,36,35.0,Replacement equipment requested
TKT-001425,4229-CZMLL,Technical Support,Medium,Phone,Closed,54,19.01,Billing adjustment applied
TKT-001426,4229-CZMLL,Technical Support,Medium,Email,Resolved,14,40.94,Payment method updated
TKT-001427,5049-MUBWG,Equipment,Low,Chat,Open,151,71.71,Pending
TKT-001428,5049-MUBWG,Internet Connectivity,Low,Web,Resolved,319,96.7,Account information updated
TKT-001429,4223-WOZCM,Service Change,Medium,Web,Resolved,282,47.07,Replacement equipment requested
TKT-001430,4223-WOZCM,Technical Support,Low,Chat,Closed,242,50.48,Billing adjustment applied
TKT-001431,0769-MURVM,Streaming,Medium,Web,Resolved,162,41.77,Replacement equipment requested
TKT-001432,9741-YLNTD,Billing,Medium,Phone,Resolved,104,58.01,Service configuration updated
TKT-001433,9741-YLNTD,Internet Connectivity,Medium,Chat,Closed,98,21.19,Payment method updated
TKT-001434,9741-YLNTD,Account Access,High,Web,Closed,329,28.14,Billing adjustment applied
TKT-001435,9741-YLNTD,Technical Support,Medium,Email,Resolved,191,27.12,Replacement equipment requested
TKT-001436,5917-RYRMG,Internet Connectivity,Low,Phone,Resolved,138,113.76,Billing adjustment applied
TKT-001437,5917-RYRMG,Internet Connectivity,Medium,Web,Resolved,25,21.09,Customer provided troubleshooting steps
TKT-001438,9025-ZRPVR,Account Access,Medium,Phone,Closed,41,18.06,Billing adjustment applied
TKT-001439,6248-BSHKG,Internet Connectivity,Low,Web,Resolved,217,84.4,Customer provided troubleshooting steps
TKT-001440,6248-BSHKG,Billing,Low,Web,Open,105,71.1,Pending
TKT-001441,6248-BSHKG,Payment Issue,Low,Email,Closed,200,119.9,Billing adjustment applied
TKT-001442,8620-RJPZN,Payment Issue,Low,Web,Resolved,49,109.7,Escalated to specialist
TKT-001443,7572-KPVKK,Streaming,Medium,Phone,Resolved,55,12.92,Customer provided troubleshooting steps
TKT-001444,2428-ZMCTB,Streaming,Low,Chat,Closed,212,34.32,Replacement equipment requested
TKT-001445,1166-PQLGG,Account Access,Low,Chat,In Progress,32,75.85,Pending
TKT-001446,0017-IUDMW,Internet Connectivity,Medium,Email,In Progress,301,31.08,Pending
TKT-001447,5446-DKWYW,Billing,Medium,Phone,Resolved,298,13.49,Service configuration updated
TKT-001448,2990-IAJSV,Technical Support,Low,Phone,Closed,143,81.02,Service configuration updated
TKT-001449,4029-HPFVY,Technical Support,High,Email,Resolved,108,26.64,Customer provided troubleshooting steps
TKT-001450,4029-HPFVY,Billing,High,Web,Closed,179,23.13,Service configuration updated
TKT-001451,4029-HPFVY,Internet Connectivity,High,Web,Closed,187,33.41,Customer provided troubleshooting steps
TKT-001452,4029-HPFVY,Billing,High,Phone,Open,26,15.63,Pending
TKT-001453,7602-DBTOU,Technical Support,Low,Phone,Resolved,195,79.54,Issue resolved remotely
TKT-001454,3519-ZKXGG,Technical Support,Medium,Phone,Closed,4,15.71,Replacement equipment requested
